target_id,target_name,target_family,predictor,availability_status,reason
metabolite_csv:incident_t2d_2104,incident_t2d_2104,Type 2 diabetes,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_t2d_2104,incident_t2d_2104,Type 2 diabetes,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:incident_t2d_2104,incident_t2d_2104,Type 2 diabetes,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_t2d_2104,incident_t2d_2104,Type 2 diabetes,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:incident_t2d_2104,incident_t2d_2104,Type 2 diabetes,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:incident_t2d_2104,incident_t2d_2104,Type 2 diabetes,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:prior_t2d_2104,prior_t2d_2104,Type 2 diabetes,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_t2d_2104,prior_t2d_2104,Type 2 diabetes,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_t2d_2104,prior_t2d_2104,Type 2 diabetes,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:prior_t2d_2104,prior_t2d_2104,Type 2 diabetes,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_t2d_2104,prior_t2d_2104,Type 2 diabetes,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_t2d_2104,prior_t2d_2104,Type 2 diabetes,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:prior_t2d_2104,prior_t2d_2104,Type 2 diabetes,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_t2d_2104,prior_t2d_2104,Type 2 diabetes,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:prior_t2d_2104,prior_t2d_2104,Type 2 diabetes,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:prior_t2d_2104,prior_t2d_2104,Type 2 diabetes,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:t2d_2104,t2d_2104,Type 2 diabetes,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:t2d_2104,t2d_2104,Type 2 diabetes,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:t2d_2104,t2d_2104,Type 2 diabetes,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:t2d_2104,t2d_2104,Type 2 diabetes,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:t2d_2104,t2d_2104,Type 2 diabetes,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:t2d_2104,t2d_2104,Type 2 diabetes,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:t2d_2104,t2d_2104,Type 2 diabetes,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:t2d_2104,t2d_2104,Type 2 diabetes,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:t2d_2104,t2d_2104,Type 2 diabetes,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:t2d_2104,t2d_2104,Type 2 diabetes,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:t2d_date_2104,t2d_date_2104,Type 2 diabetes,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:t2d_date_2104,t2d_date_2104,Type 2 diabetes,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:t2d_date_2104,t2d_date_2104,Type 2 diabetes,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:t2d_date_2104,t2d_date_2104,Type 2 diabetes,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:t2d_date_2104,t2d_date_2104,Type 2 diabetes,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:t2d_date_2104,t2d_date_2104,Type 2 diabetes,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:t2d_date_2104,t2d_date_2104,Type 2 diabetes,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:t2d_date_2104,t2d_date_2104,Type 2 diabetes,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:t2d_date_2104,t2d_date_2104,Type 2 diabetes,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:t2d_date_2104,t2d_date_2104,Type 2 diabetes,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:cvd_venthrom_2104,cvd_venthrom_2104,Venous thromboembolism,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cvd_venthrom_2104,cvd_venthrom_2104,Venous thromboembolism,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cvd_venthrom_2104,cvd_venthrom_2104,Venous thromboembolism,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:cvd_venthrom_2104,cvd_venthrom_2104,Venous thromboembolism,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cvd_venthrom_2104,cvd_venthrom_2104,Venous thromboembolism,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cvd_venthrom_2104,cvd_venthrom_2104,Venous thromboembolism,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:cvd_venthrom_2104,cvd_venthrom_2104,Venous thromboembolism,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cvd_venthrom_2104,cvd_venthrom_2104,Venous thromboembolism,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:cvd_venthrom_2104,cvd_venthrom_2104,Venous thromboembolism,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:cvd_venthrom_2104,cvd_venthrom_2104,Venous thromboembolism,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:cvd_venthrom_date_2104,cvd_venthrom_date_2104,Venous thromboembolism,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cvd_venthrom_date_2104,cvd_venthrom_date_2104,Venous thromboembolism,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cvd_venthrom_date_2104,cvd_venthrom_date_2104,Venous thromboembolism,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:cvd_venthrom_date_2104,cvd_venthrom_date_2104,Venous thromboembolism,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cvd_venthrom_date_2104,cvd_venthrom_date_2104,Venous thromboembolism,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cvd_venthrom_date_2104,cvd_venthrom_date_2104,Venous thromboembolism,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:cvd_venthrom_date_2104,cvd_venthrom_date_2104,Venous thromboembolism,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cvd_venthrom_date_2104,cvd_venthrom_date_2104,Venous thromboembolism,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:cvd_venthrom_date_2104,cvd_venthrom_date_2104,Venous thromboembolism,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:cvd_venthrom_date_2104,cvd_venthrom_date_2104,Venous thromboembolism,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:incident_cvd_venthrom_2104,incident_cvd_venthrom_2104,Venous thromboembolism,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_cvd_venthrom_2104,incident_cvd_venthrom_2104,Venous thromboembolism,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_cvd_venthrom_2104,incident_cvd_venthrom_2104,Venous thromboembolism,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
